Unidade;Nome Unidade;Setor;Descrição Setor;Atividade;Máquina;Descrição Máquina;Nº Patrimônio;Plano;Descrição Plano;Sequência Manutenção;Data Execução;Quantidade Período;Sequência Tarefa;Descrição Tarefa;Funcionário;Nome Funcionário;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999944;PALETA ESQUERDA - DEBOFLEX MAREL - GANCHOS;254618;1;PREVENTIVA;1;21/06/2025;30;4235;VERIFICAR AS MOLAS QUANTO A QUEBRAS OU RUPTURAS;323747;ALESSANDRO DA SILVA CARNEIRO;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999947;PALETA ESQUERDA - DEBOFLEX MAREL - LUBRIFICADOR AUTOMÁTICO;254618;1;PREVENTIVA;1;21/06/2025;60;82;REVISAR SISTEMA DE LUBRIFICAÇÃO;323747;ALESSANDRO DA SILVA CARNEIRO;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999956;PALETA ESQUERDA - SERRA SOFFINOX;254631;1;PREVENTIVA;1;13/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;377241;DAVID BATISTA CONRADO;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999957;PALETA ESQUERDA - SERRA SOFFINOX - SISTEMA ELÉTRICO;254631;1;PREVENTIVA;1;21/06/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;377241;DAVID BATISTA CONRADO;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999957;PALETA ESQUERDA - SERRA SOFFINOX - SISTEMA ELÉTRICO;254631;1;PREVENTIVA;2;04/10/2025;180;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;377241;DAVID BATISTA CONRADO;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999958;PALETA ESQUERDA - SERRA SOFFINOX - SISTEMA DE SEGURANÇA;254631;1;PREVENTIVA;1;21/06/2025;60;4335;VERIFICAR SISTEMA DE SEGURANÇA;377241;DAVID BATISTA CONRADO;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999959;PALETA ESQUERDA - SERRA SOFFINOX - ESTEIRA PRINCIPAL;254631;1;PREVENTIVA;1;28/06/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;377241;DAVID BATISTA CONRADO;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999960;PALETA ESQUERDA - SERRA SOFFINOX - ESTEIRA PRINCIPAL - REDUTOR;254631;1;PREVENTIVA;1;28/06/2025;60;16;REVISAR REDUTOR E MOTOR;377241;DAVID BATISTA CONRADO;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999961;PALETA ESQUERDA - SERRA SOFFINOX - ESTEIRA PRINCIPAL - REDUTOR - MOTOR;254631;1;PREVENTIVA;1;28/06/2025;60;16;REVISAR REDUTOR E MOTOR;377241;DAVID BATISTA CONRADO;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999962;PALETA ESQUERDA - SERRA SOFFINOX - SERRA;254631;1;PREVENTIVA;1;13/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;377241;DAVID BATISTA CONRADO;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999963;PALETA ESQUERDA - SERRA SOFFINOX - SERRA - MOTOR;254631;1;PREVENTIVA;1;28/06/2025;60;16;REVISAR REDUTOR E MOTOR;377241;DAVID BATISTA CONRADO;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999968;PALETA DIREITA - DEBOFLEX MAREL - ESTEIRA PU REFILE - REDUTOR - MOTOR;254619;1;PREVENTIVA;1;18/09/2025;60;16;REVISAR REDUTOR E MOTOR;254788;SILVESTER KOMINSKI DE SOUZA;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999969;PALETA DIREITA - DEBOFLEX MAREL - ESTEIRA PU REFILE - SISTEMA ELÉTRICO;254619;1;PREVENTIVA;1;18/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254788;SILVESTER KOMINSKI DE SOUZA;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999970;PALETA DIREITA - DEBOFLEX MAREL - ESTEIRA PU REFILE - SIST. DE SEGURANÇA;254619;1;PREVENTIVA;1;18/09/2025;60;4335;VERIFICAR SISTEMA DE SEGURANÇA;254788;SILVESTER KOMINSKI DE SOUZA;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999982;EMBALAGEM SOBREPALETA - EMBALADORA FLOWPACK PV550 ULMA - ESTEIRA DE SAÍDA;254656;1;PREVENTIVA;1;02/08/2025;60;762;VERIFICAR DESGASTES E FOLGAS NA ESTEIRA;255157;LUCIANO ANTUNES GOMES;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999987;EMBALAGEM SOBREPALETA - TUNEL ENCOLHIMENTO TR-200 ULMA - ESTEIRA DE TRANSPORTE;0;1;PREVENTIVA;1;02/08/2025;360;54091;TROCAR CORRENTE;255157;LUCIANO ANTUNES GOMES;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999987;EMBALAGEM SOBREPALETA - TUNEL ENCOLHIMENTO TR-200 ULMA - ESTEIRA DE TRANSPORTE;0;1;PREVENTIVA;2;02/08/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;255157;LUCIANO ANTUNES GOMES;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999989;EMBALAGEM SOBREPALETA - TUNEL ENCOLHIMENTO TR-200 ULMA - RESISTÊNCIAS;0;1;PREVENTIVA;1;02/08/2025;360;54091;TROCAR CORRENTE;255157;LUCIANO ANTUNES GOMES;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;99999989;EMBALAGEM SOBREPALETA - TUNEL ENCOLHIMENTO TR-200 ULMA - RESISTÊNCIAS;0;1;PREVENTIVA;2;02/08/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;255157;LUCIANO ANTUNES GOMES;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99985848;ESTUFA VEMAG 01;257928;1;PREVENTIVA;16;12/05/2024;35;4304;VERIFICAR BORRACHAS DE VEDAÇÃO;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99985853;ESTUFA VEMAG 01 - FUMEIRO;257928;1;PREVENTIVA;12;08/06/2025;60;100065;REALIZAR INSPEÇÃO NAS BORRACHAS DE VEDAÇÃO DA JANELA DE INSPEÇÃO;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99985855;ESTUFA VEMAG 02;257929;1;PREVENTIVA;17;12/05/2024;30;4304;VERIFICAR BORRACHAS DE VEDAÇÃO;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99985858;ESTUFA VEMAG 02 - FUMEIRO;257929;1;PREVENTIVA;12;08/06/2025;60;100065;REALIZAR INSPEÇÃO NAS BORRACHAS DE VEDAÇÃO DA JANELA DE INSPEÇÃO;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99985860;ESTUFA VEMAG 03;257930;1;PREVENTIVA;20;08/06/2025;45;100065;REALIZAR INSPEÇÃO NAS BORRACHAS DE VEDAÇÃO DA JANELA DE INSPEÇÃO;394088;LUIS GABRIEL CORREIA PIRES;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99985863;ESTUFA VEMAG 03 - FUMEIRO;257930;1;PREVENTIVA;12;08/06/2025;60;100065;REALIZAR INSPEÇÃO NAS BORRACHAS DE VEDAÇÃO DA JANELA DE INSPEÇÃO;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99985866;ESTUFA VEMAG 04;257931;1;PREVENTIVA;22;08/06/2025;60;53134;TROCAR BORRACHA DE VEDAÇÃO DA PORTA;;394088;LUIS GABRIEL CORREIA PIRES;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99985869;ESTUFA VEMAG 04 - FUMEIRO;257931;1;PREVENTIVA;12;08/06/2025;60;100065;REALIZAR INSPEÇÃO NAS BORRACHAS DE VEDAÇÃO DA JANELA DE INSPEÇÃO;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99985871;ESTUFA VEMAG 05;257932;1;PREVENTIVA;21;08/06/2025;60;53134;TROCAR BORRACHA DE VEDAÇÃO DA PORTA;;394088;LUIS GABRIEL CORREIA PIRES;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996038;BOMBA HIGIENIZAÇÃO;257928;1;PREVENTIVA;1;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996043;ESTUFA VEMAG 01 CÂMARA DE TROCA - FLAP - COZIMENTO - MOTOREDUTOR;257928;1;PREVENTIVA;1;24/09/2025;70;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996047;ESTUFA VEMAG 01 CAMARA DE TROCA - FLAP - COZIMENTO;257928;1;PREVENTIVA;1;24/09/2025;70;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996051;ESTUFA VEMAG 01 - SISTEMA DE TRANSPOTE;257928;1;PREVENTIVA;1;24/09/2025;70;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996051;ESTUFA VEMAG 01 - SISTEMA DE TRANSPOTE;257928;1;PREVENTIVA;2;24/09/2025;70;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996051;ESTUFA VEMAG 01 - SISTEMA DE TRANSPOTE;257928;1;PREVENTIVA;3;24/09/2025;70;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996063;ESTUFA VEMAG 01 - COZIMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257928;1;PREVENTIVA;1;21/06/2025;357;79;REVISAR/TROCAR ROLAMENTOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996063;ESTUFA VEMAG 01 - COZIMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257928;1;PREVENTIVA;2;24/09/2025;70;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996063;ESTUFA VEMAG 01 - COZIMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257928;1;PREVENTIVA;3;24/09/2025;70;54144;TRANSMISSÃO: VERIFICAÇÃO DE COMPONENTES E FUNCIONAMENTO;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996093;ESTUFA VEMAG 01 - COZIMENTO - SISTEMA VENTILAÇÃO EXAUSTÃO;257928;1;PREVENTIVA;1;24/09/2025;357;79;REVISAR/TROCAR ROLAMENTOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996093;ESTUFA VEMAG 01 - COZIMENTO - SISTEMA VENTILAÇÃO EXAUSTÃO;257928;1;PREVENTIVA;2;24/09/2025;70;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996093;ESTUFA VEMAG 01 - COZIMENTO - SISTEMA VENTILAÇÃO EXAUSTÃO;257928;1;PREVENTIVA;3;24/09/2025;70;54144;TRANSMISSÃO: VERIFICAÇÃO DE COMPONENTES E FUNCIONAMENTO;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996096;ESTUFA VEMAG 01 CAMARA DE TROCA - FLAP - RESFRIAMENTO;257928;1;PREVENTIVA;1;24/09/2025;70;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996097;ESTUFA VEMAG 01 CÂMARA DE TROCA - FLAP - RESFRIAMENTO - MOTOREDUTOR;257928;1;PREVENTIVA;1;24/09/2025;70;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996104;ESTUFA VEMAG 01 - RESFRIAMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257928;1;PREVENTIVA;1;24/09/2025;357;79;REVISAR/TROCAR ROLAMENTOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996104;ESTUFA VEMAG 01 - RESFRIAMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257928;1;PREVENTIVA;2;24/09/2025;70;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996104;ESTUFA VEMAG 01 - RESFRIAMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257928;1;PREVENTIVA;3;24/09/2025;70;54144;TRANSMISSÃO: VERIFICAÇÃO DE COMPONENTES E FUNCIONAMENTO;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996143;ESTUFA VEMAG 01 - FUMEIRO - AGITADOR;257928;1;PREVENTIVA;1;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996143;ESTUFA VEMAG 01 - FUMEIRO - AGITADOR;257928;1;PREVENTIVA;2;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996144;ESTUFA VEMAG 01 - FUMEIRO - AGITADOR - MOTOREDUTOR;257928;1;PREVENTIVA;1;24/09/2025;90;16;REVISAR REDUTOR E MOTOR;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996146;ESTUFA VEMAG 01 - FUMEIRO - INSUFLADOR;257928;1;PREVENTIVA;1;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996148;ESTUFA VEMAG 01 - FUMEIRO - SISTEMA ELETRICO;257928;1;PREVENTIVA;1;24/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;414474;ROSMAR PEDROSO DE OLIVEIRA;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996148;ESTUFA VEMAG 01 - FUMEIRO - SISTEMA ELETRICO;257928;1;PREVENTIVA;2;24/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;414474;ROSMAR PEDROSO DE OLIVEIRA;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996217;ESTUFA VEMAG 02 CAMARA DE TROCA - FLAP - COZIMENTO;257929;1;PREVENTIVA;2;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996218;ESTUFA VEMAG 02 CÂMARA DE TROCA - FLAP - COZIMENTO - MOTOREDUTOR;257929;1;PREVENTIVA;1;24/09/2025;90;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996220;ESTUFA VEMAG 02 - SISTEMA DE TRANSPOTE;257929;1;PREVENTIVA;1;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996220;ESTUFA VEMAG 02 - SISTEMA DE TRANSPOTE;257929;1;PREVENTIVA;2;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996220;ESTUFA VEMAG 02 - SISTEMA DE TRANSPOTE;257929;1;PREVENTIVA;3;24/09/2025;60;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996227;ESTUFA VEMAG 02 - COZIMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257929;1;PREVENTIVA;1;24/09/2025;360;79;REVISAR/TROCAR ROLAMENTOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996227;ESTUFA VEMAG 02 - COZIMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257929;1;PREVENTIVA;2;24/09/2025;90;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996227;ESTUFA VEMAG 02 - COZIMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257929;1;PREVENTIVA;3;24/09/2025;60;54144;TRANSMISSÃO: VERIFICAÇÃO DE COMPONENTES E FUNCIONAMENTO;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996229;ESTUFA VEMAG 02 - COZIMENTO - SISTEMA VENTILAÇÃO EXAUSTÃO;257929;1;PREVENTIVA;1;24/09/2025;360;79;REVISAR/TROCAR ROLAMENTOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996229;ESTUFA VEMAG 02 - COZIMENTO - SISTEMA VENTILAÇÃO EXAUSTÃO;257929;1;PREVENTIVA;2;24/09/2025;90;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996229;ESTUFA VEMAG 02 - COZIMENTO - SISTEMA VENTILAÇÃO EXAUSTÃO;257929;1;PREVENTIVA;3;24/09/2025;60;54144;TRANSMISSÃO: VERIFICAÇÃO DE COMPONENTES E FUNCIONAMENTO;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996231;ESTUFA VEMAG 02 CAMARA DE TROCA - FLAP - RESFRIAMENTO;257929;1;PREVENTIVA;1;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996232;ESTUFA VEMAG 02 CÂMARA DE TROCA - FLAP - RESFRIAMENTO - MOTOREDUTOR;257929;1;PREVENTIVA;1;24/09/2025;90;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996240;ESTUFA VEMAG 02 - RESFRIAMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257929;1;PREVENTIVA;1;24/09/2025;360;79;REVISAR/TROCAR ROLAMENTOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996240;ESTUFA VEMAG 02 - RESFRIAMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257929;1;PREVENTIVA;2;24/09/2025;90;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996240;ESTUFA VEMAG 02 - RESFRIAMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257929;1;PREVENTIVA;3;24/09/2025;60;54144;TRANSMISSÃO: VERIFICAÇÃO DE COMPONENTES E FUNCIONAMENTO;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996246;ESTUFA VEMAG 02 - FUMEIRO - AGITADOR;257929;1;PREVENTIVA;1;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996246;ESTUFA VEMAG 02 - FUMEIRO - AGITADOR;257929;1;PREVENTIVA;2;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996249;ESTUFA VEMAG 02 - FUMEIRO - INSUFLADOR;257929;1;PREVENTIVA;1;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;414474;ROSMAR PEDROSO DE OLIVEIRA;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996251;ESTUFA VEMAG 02 - FUMEIRO - SISTEMA ELETRICO;257929;1;PREVENTIVA;1;24/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;414474;ROSMAR PEDROSO DE OLIVEIRA;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996251;ESTUFA VEMAG 02 - FUMEIRO - SISTEMA ELETRICO;257929;1;PREVENTIVA;2;24/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;414474;ROSMAR PEDROSO DE OLIVEIRA;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996262;ESTUFA VEMAG 03 CAMARA DE TROCA - FLAP - COZIMENTO;257930;1;PREVENTIVA;1;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996263;ESTUFA VEMAG 03 CÂMARA DE TROCA - FLAP - COZIMENTO - MOTOREDUTOR;257930;1;PREVENTIVA;1;24/09/2025;90;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996265;ESTUFA VEMAG 03 - SISTEMA DE TRANSPOTE;257930;1;PREVENTIVA;1;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996265;ESTUFA VEMAG 03 - SISTEMA DE TRANSPOTE;257930;1;PREVENTIVA;2;24/09/2025;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996265;ESTUFA VEMAG 03 - SISTEMA DE TRANSPOTE;257930;1;PREVENTIVA;3;24/09/2025;60;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996271;ESTUFA VEMAG 03 - COZIMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257930;1;PREVENTIVA;1;25/09/2025;360;79;REVISAR/TROCAR ROLAMENTOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996271;ESTUFA VEMAG 03 - COZIMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257930;1;PREVENTIVA;2;25/09/2025;90;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996271;ESTUFA VEMAG 03 - COZIMENTO - SISTEMA VENTILAÇÃO CIRCULAÇÃO;257930;1;PREVENTIVA;3;25/09/2025;90;54144;TRANSMISSÃO: VERIFICAÇÃO DE COMPONENTES E FUNCIONAMENTO;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996273;ESTUFA VEMAG 03 - COZIMENTO - SISTEMA VENTILAÇÃO EXAUSTÃO;257930;1;PREVENTIVA;1;24/09/2025;360;79;REVISAR/TROCAR ROLAMENTOS;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996273;ESTUFA VEMAG 03 - COZIMENTO - SISTEMA VENTILAÇÃO EXAUSTÃO;257930;1;PREVENTIVA;2;24/09/2025;90;16;REVISAR REDUTOR E MOTOR;254490;RAFAEL SWIATOWSKI;;
92;FRIG. AURORA CASTRO;EST;SETOR DE ESTUFAS              ;4588;99996273;ESTUFA VEMAG 03 - COZIMENTO - SISTEMA VENTILAÇÃO EXAUSTÃO;257930;1;PREVENTIVA;3;24/09/2025;60;54144;TRANSMISSÃO: VERIFICAÇÃO DE COMPONENTES E FUNCIONAMENTO;254490;RAFAEL SWIATOWSKI;;
